,POST_ID,MS_PAY_STATION_ID,MS_SPACE_NUM,ON_OFFSTREET_TYPE,OSP_ID,PM_DISTRICT_ID,BLOCKFACE_ID,METER_TYPE,OLD_RATE_AREA,STREET_ID,STREET_NAME,STREET_NUM,ORIENTATION,LONGITUDE,LATITUDE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,Neighborhoods,Analysis Neighborhoods
3397,542-02130,-,0,ON,0,3,542021,SS,Area 2,542,LARKIN ST,213,270,-122.416996,37.7800082,Larkin St: Unit - 1100,Larkin Unit-1100,21,36
3398,821-05680,-,0,ON,0,2,821052,SS,Port 10,821,BEALE ST,568,225,-122.3887893,37.7854448,Beale st and Delancy St,Beale St 500,31,8
3399,471-10650,-,0,ON,0,14,471101,SS,Area 3,471,HARRISON ST,1065,135,-122.4056633,37.7758891,4th St: Unit 400 5th St:,Harrison - 1000,32,34
3400,563-02100,-,0,ON,0,3,563022,SS,Area 2,563,MCALLISTER ST,210,0,-122.4158283,37.7807137,McAllister St: Unit - 600,McAllister Unit-500,21,36
3401,324-05060,-,0,ON,0,1,324052,SS,Area 1,324,BATTERY ST,506,90,-122.4004602,37.7961099,Sansome St: Unit-800 Battery S,Sansome: Unit - 800,77,8
3402,470-10430,-,0,ON,0,14,470101,SS,-,470,HOWARD ST,1043,135,-122.4081072,37.778875,,,32,34
3403,681-07090,-,0,ON,0,13,681071,SS,Area 1,681,TAYLOR ST,709,270,-122.4120295,37.7891634,Jones St: Unit - 800,Taylor: Unit - 700,50,21
3404,373-03280,-,0,ON,0,2,373032,SS,Area 3,373,CHANNEL ST,328,315,-122.39464895,37.77205295,4th St: 1200-1700 China Basin,China Basin,34,4
3405,561-01160,-,0,ON,0,1,561012,SS,Area 1,561,MAIN ST,116,225,-122.3946809,37.7915336,Folsom St: Unit-800 1st:,Harrision 200/ Main Unit,108,8
3406,864-04810,-,0,ON,0,2,864041,SS,Port 8,864,SPEAR ST,481,45,-122.3883768,37.7881032,South Sea Wall Port,Spear Street | 400,30,8
3407,568-06460,-,0,ON,0,1,568064,SS,Area 1,568,MISSION ST,646,315,-122.4008957,37.7872366,Mission St: Unit - 1600,Mission: 100.600,32,8
3408,681-06190,-,0,ON,0,13,681061,SS,Area 1,681,TAYLOR ST,619,270,-122.4118805,37.7884403,Jones St: Unit - 800,Taylor: Unit - 700,50,21
3409,684-04821,684-04021,8,ON,0,14,684041,MS,Area 3,684,TOWNSEND ST,481,135,-122.3990645,37.7737082,Townsend St: 100 - 500,Townsend St. 300 - 500,34,4
3410,324-10280,-,0,ON,0,12,324102,SS,Area 3,324,BATTERY ST,1028,90,-122.40145758,37.80100362,Broadway St: Unit - 800,Battery: 800 - 1200,77,8
3411,353-00430,-,0,ON,0,15,353001,SS,Area 3,353,CEDAR ST,43,180,-122.4195919,37.7863599,Cedar St: Unit - 100 Myrtle St,Cedar: Unit - 100,50,36
3412,418-09800,-,0,ON,0,14,418092,SS,Area 2,418,FOLSOM ST,980,315,-122.4053503,37.7788344,4th St: Unit 400 5th St:,Harrison - 1000,32,34
3413,831-06240,-,0,ON,0,2,831061,SS,Port 9,831,EMBARCADERO SOUTH,624,270,-122.3883339,37.7838202,South Embarcadero,South Embarcadero 400-700,31,8
3414,324-06170,-,0,ON,0,12,324061,SS,Area 2,324,BATTERY ST,617,270,-122.4008655,37.7972738,Sansome St: Unit-800 Battery S,Sansome: Unit - 800 Halleck,106,6
3415,471-10680,-,0,ON,0,14,471102,SS,Area 3,471,HARRISON ST,1068,315,-122.4059404,37.7759283,4th St: Unit 400 5th St:,Harrison - 1000,32,34
3416,684-05076,684-05006,7,ON,0,14,684052,MS,Area 3,684,TOWNSEND ST,507,315,-122.40119892,37.7723466,Townsend St: 100 - 500,Townsend St. 300 - 500,32,34
3417,568-00400,-,0,ON,0,1,568004,SS,Area 1,568,MISSION ST,40,315,-122.39368471,37.79293293,Mission St: Unit - 1600,Mission: 100.600,108,8
3418,821-05270,-,0,ON,0,2,821051,SS,Port 10,821,BEALE ST,527,45,-122.3890503,37.7858579,Beale st and Delancy St,Beale St 500,31,8
3419,571-09070,-,0,ON,0,12,571091,SS,Area 2,571,MONTGOMERY ST,907,270,-122.4037854,37.7975554,Montgomery St: 800 - 900,Montgomery: 700 - 800,106,23
3420,470-10620,-,0,ON,0,14,470102,SS,-,470,HOWARD ST,1062,315,-122.4086815,37.7786476,,,32,34
3421,470-08510,-,0,ON,0,1,470081,SS,Area 2,470,HOWARD ST,851,135,-122.4038132,37.7822676,Howard St: 800 - 1600,Howard 1400-900,32,34
3422,568-10520,-,0,ON,0,14,568102,SS,Area 2,568,MISSION ST,1052,315,-122.4100144,37.7800382,Mission St: Unit - 1600,Mission 700-1100,32,34
3423,612-12400,-,0,ON,0,15,612122,SS,Area 3,612,POLK ST,1240,90,-122.420208,37.7886036,,,50,21
3424,442-01240,-,0,ON,0,13,442012,SS,Area 2,442,GOLDEN GATE AVE,124,0,-122.4130298,37.78204073,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,20,36
3425,471-08240,-,0,ON,0,2,471082,SS,Area 2,471,HARRISON ST,824,315,-122.4004846,37.7802341,Harrison St: 400 - 800,Harrison 400-700,32,34
3426,401-03300,-,0,ON,0,13,401032,SS,Area 2,401,ELLIS ST,330,0,-122.4121732,37.7850073,Ellis St: Unit - 900,Ellis Unit-300,20,36
3427,500-00780,-,0,ON,0,1,500002,SS,Area 2,500,JACKSON ST,78,0,-122.3973991,37.7972651,Jackson St: Unit - 800,Jackson: Unit - 800,77,8
3428,830-00250,-,0,ON,0,1,830001,SS,Port 5,830,EMBARCADERO NORTH,25,225,-122.3948289,37.795568,Embarcadero North Port,Embarcadero North | Unit-600,108,8
3429,205-03330,-,0,ON,0,2,205031,SS,-,205,05TH ST,333,45,-122.4025235,37.7796948,,,32,34
3430,442-02320,-,0,ON,0,13,442022,SS,Area 2,442,GOLDEN GATE AVE,232,0,-122.4148789,37.7818021,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,20,36
3431,331-05030,-,0,ON,0,2,331051,SS,Area 1,331,BRYANT ST,503,135,-122.3958813,37.7811557,Bryant St: 300-600 Stillman St,Bryant: 600,32,34
3432,568-09800,-,0,ON,0,14,568092,SS,Area 2,568,MISSION ST,980,315,-122.4083036,37.7813851,Mission St: Unit - 1600,Mission 700-1100,32,34
3433,470-04110,-,0,ON,0,1,470041,SS,Area 1,470,HOWARD ST,411,135,-122.3954143,37.7888948,Howard St: Unit - 600 Bryan St,Howard Unit-600,32,8
3434,359-07190,-,0,ON,0,1,359071,SS,Area 2,359,CLAY ST,719,180,-122.4054359,37.7943325,Clay St: 100 - 900,Clay: 100 - 900,104,6
3435,644-03300,-,0,ON,0,2,644032,SS,Area 1,644,RITCH ST,330,225,-122.3941222,37.7790445,Brannan St: 200 - 500,5th & Brannan,32,34
3436,205-05450,-,0,ON,0,2,205051,SS,Area 2,205,05TH ST,545,45,-122.3989788,37.7768683,4th St: Unit 400 5th St:,5th St,32,34
3437,684-01900,-,0,ON,0,2,684012,SS,Area 1,684,TOWNSEND ST,190,315,-122.3925389,37.7791414,Townsend St: Unit-300 King St,SBC Park: Townsend Unit-200,31,8
3438,336-14270,-,0,ON,0,15,336141,SS,Area 3,336,BUSH ST,1427,180,-122.4212752,37.7885077,Bush: 1100 - 1500,Bush: 1100-1500,50,21
3439,350-07420,-,0,ON,0,12,350072,SS,Area 2,350,CALIFORNIA ST,742,0,-122.4072793,37.7923577,California: Unit - 900 Pine St,California: Unit - 700,104,6
3440,568-12210,-,0,ON,0,14,568121,SS,Area 2,568,MISSION ST,1221,135,-122.4136395,37.7769697,Mission St: Unit - 1600,Mission 700-1100,32,34
3441,658-02520,-,0,ON,0,1,658022,SS,Area 1,658,SPEAR ST,252,225,-122.3911551,37.79012,,,108,8
3442,340-00644,-,0,ON,0,2,340002,SS,Area 2,340,BLUXOME ST,64,315,-122.3974115,37.776497,Brannan St: 200 - 500,Bluxome St Unit block,32,34
3443,442-02290,-,0,ON,0,13,442021,SS,Area 2,442,GOLDEN GATE AVE,229,180,-122.41479412,37.781677,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,21,36
3444,209-00530,-,0,ON,0,14,209001,SS,Area 2,209,09TH ST,53,45,-122.4149475,37.7765347,9th St: Unit - 300 10th St,9th St Unit-300,32,34
3445,470-10580,-,0,ON,0,14,470102,SS,Area 2,470,HOWARD ST,1058,315,-122.4085827,37.7787258,Howard St: 800 - 1600,Howard 1400-900,32,34
3446,612-15330,-,0,ON,0,15,612151,SS,Area 3,612,POLK ST,1533,270,-122.4209053,37.7912672,Polk St: 100 - 2400,Polk Unit-900,105,21
3447,701-17250,-,0,ON,0,15,701171,SS,Area 3,701,VAN NESS AVE,1725,270,-122.4228167,37.7919747,Van Ness Ave: 200 - 2100,Van Ness 200-2100,102,30
3448,208-02270,-,0,ON,0,14,208021,SS,-,208,08TH ST,227,45,-122.4107777,37.775676,,,32,34
3449,573-00410,-,0,ON,0,15,573001,SS,Area 3,573,MYRTLE ST,41,180,-122.4193002,37.7854493,,,20,36
3450,324-11110,-,0,ON,0,12,324111,SS,Area 3,324,BATTERY ST,1111,270,-122.40176331,37.8017507,Broadway St: Unit - 800,Battery: 800 - 1200 Sansome,77,8
3451,831-06220,-,0,ON,0,2,831061,SS,Port 9,831,EMBARCADERO SOUTH,622,270,-122.3883291,37.7838813,South Embarcadero,South Embarcadero 400-700,31,8
3452,470-08165,470-08160,5,ON,0,1,470082,MS,Area 2,470,HOWARD ST,824,315,-122.4034558,37.7827766,Howard St: 100 - 1500,Howard St: 800,32,34
3453,340-00638,340-00630,8,ON,0,2,340001,MS,Area 2,340,BLUXOME ST,63,135,-122.3973771,37.7763168,Bluxome St: Unit - 100,Bluxome St. Unit - 100,32,34
3454,446-00370,-,0,ON,0,3,446001,SS,Area 2,446,GROVE ST,37,180,-122.4162877,37.7786185,Larkin St: Unit - 1100,Larkin Unit-1100,21,36
3455,330-08310,-,0,ON,0,42,330081,SS,Area 3,330,BRANNAN ST,831,135,-122.40394319,37.77235046,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,33,34
3456,201-02330,-,0,ON,0,1,201021,SS,Area 1,201,01ST ST,233,45,-122.3951313,37.7879451,Folsom St: Unit-800 1st:,Essex 1st Fremont Beale,32,8
3457,470-08166,470-08160,6,ON,0,1,470082,MS,Area 2,470,HOWARD ST,826,315,-122.4035025,37.7827398,Howard St: 100 - 1500,Howard St: 800,32,34
3458,208-00160,-,0,ON,0,14,208002,SS,-,208,08TH ST,16,225,-122.4142753,37.7782244,,,32,34
3459,471-07530,-,0,ON,0,2,471071,SS,Area 1,471,HARRISON ST,753,135,-122.3987274,37.7813595,Harrison St: 400 - 800,Harrison 400-700,32,34
3460,420-03470,-,0,ON,0,2,420031,SS,Area 1,420,FREMONT ST,347,45,-122.39234135,37.78711613,Folsom St: Unit-800 1st:,Essex 1st Fremont Beale,30,8
3461,720-06080,-,0,ON,0,1,720062,SS,Area 1,720,WASHINGTON ST,608,0,-122.4038495,37.7955201,Washington St: Unit - 800,Washington: 600 - 900,104,6
3462,420-03120,-,0,ON,0,2,420032,SS,Area 1,420,FREMONT ST,312,225,-122.3932697,37.7876103,Folsom St: Unit-800 1st:,Essex 1st Fremont Beale,30,8
3463,327-03110,-,0,ON,0,12,327031,SS,Area 3,327,BROADWAY,311,180,-122.4026451,37.7982962,Broadway St: Unit - 800,Broadway,106,23
3464,339-01750,-,0,ON,0,2,339011,SS,Area 3,339,BERRY ST,175,135,-122.39274811,37.77615209,Townsend St: Unit-300 King St,Berry Street | 200-400 Block,34,4
3465,616-12260,-,0,ON,0,12,616122,SS,Area 3,616,POWELL ST,1226,90,-122.4099477,37.7962998,Powell St: 1000 - 1700,Powell: 1000 - 1700,104,6
3466,204-05380,204-05006,38,ON,0,2,204052,MS,-,204,04TH ST,538,225,-122.3970573,37.7786324,,,32,34
3467,359-01140,-,0,ON,0,1,359012,SS,Area 1,359,CLAY ST,114,0,-122.397391,37.7954333,Clay St: 100 - 900,Clay: 100 - 900,108,8
3468,471-08110,-,0,ON,0,2,471081,SS,Area 2,471,HARRISON ST,811,135,-122.3999903,37.7803658,Harrison St: 400 - 800,Harrison 400-700,32,34
3469,210-01150,-,0,ON,0,14,210011,SS,Area 2,210,10TH ST,115,45,-122.4154018,37.7749849,9th St: Unit - 300 10th St,9th St Unit-300,32,34
3470,686-01230,-,0,ON,0,13,686011,SS,-,686,TURK ST,123,180,-122.4116654,37.7830371,,,20,36
3471,606-06190,-,0,ON,0,12,606061,SS,-,606,PINE ST,619,180,-122.40644567,37.7913438,,,104,8
3472,202-07210,-,0,ON,0,2,202071,SS,Area 1,202,02ND ST,721,45,-122.3898661,37.7801996,3rd St: Unit -600 2nd St:,Bryant 300-600 / Harrison 600,31,4
3473,327-05160,-,0,ON,0,12,327052,SS,Area 3,327,BROADWAY,516,0,-122.4060081,37.7980284,Broadway St: Unit - 800,Broadway,106,23
3474,201-00120,-,0,ON,0,1,201002,SS,Area 1,201,01ST ST,12,225,-122.3987675,37.7906142,Folsom St: Unit-800 1st:,Essex 1st Fremont Beale,108,8
3475,350-15320,-,0,ON,0,15,350152,SS,Area 3,350,CALIFORNIA ST,1532,0,-122.4198799,37.7907657,California: 1400 - 1700,California: 1400-1700,105,21
3476,340-01613,340-01610,3,ON,0,14,340011,MS,Area 3,340,BLUXOME ST,161,135,-122.39902252,37.7750253,Bluxome St: Unit - 100,Bluxome St. Unit - 100,32,4
3477,606-03080,-,0,ON,0,1,606032,SS,Area 1,606,PINE ST,308,0,-122.4013284,37.7921108,California: Unit - 900 Pine St,Pine: Unit - 600,108,8
3478,203-07030,-,0,ON,0,2,203071,SS,Area 1,203,03RD ST,703,45,-122.3925116,37.7787878,,,31,4
3479,327-00680,-,0,ON,0,12,327002,SS,-,327,BROADWAY,68,0,-122.3994316,37.7988671,,,77,8
3480,373-02340,-,0,ON,0,2,373022,SS,Area 3,373,CHANNEL ST,234,315,-122.39256767,37.7737375,4th St: 1200-1700 China Basin,China Basin,34,4
3481,205-05430,-,0,ON,0,2,205051,SS,Area 2,205,05TH ST,543,45,-122.3990319,37.7769107,4th St: Unit 400 5th St:,5th St,32,34
3482,651-09250,-,0,ON,0,12,651091,SS,Area 3,651,SANSOME ST,925,270,-122.40245935,37.79919422,Sansome St: Unit-800 Battery S,Sansome: Unit - 800 Halleck,106,23
3483,470-09150,-,0,ON,0,14,470091,SS,Area 2,470,HOWARD ST,915,135,-122.4053177,37.7810788,Howard St: 800 - 1600,Howard 1400-900,32,34
3484,831-07140,-,0,ON,0,2,831071,SS,Port 9,831,EMBARCADERO SOUTH,714,315,-122.3885427,37.7813639,South Embarcadero,South Embarcadero 400-700,31,4
3485,331-05650,-,0,ON,0,2,331051,SS,Area 1,331,BRYANT ST,565,135,-122.3972092,37.7801108,Bryant St: 300-600 Stillman St,Bryant: 600,32,34
3486,831-06200,-,0,ON,0,2,831061,SS,Port 9,831,EMBARCADERO SOUTH,620,270,-122.3883243,37.7839403,South Embarcadero,South Embarcadero 400-700,31,8
3487,210-01130,-,0,ON,0,14,210011,SS,Area 2,210,10TH ST,113,45,-122.4154474,37.7750213,9th St: Unit - 300 10th St,9th St Unit-300,32,34
3488,442-01440,-,0,ON,0,13,442012,SS,Area 2,442,GOLDEN GATE AVE,144,0,-122.4136009,37.7819681,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,20,36
3489,500-04310,500-04005,31,ON,0,1,500041,MS,Area 2,500,JACKSON ST,431,180,-122.4032044,37.7964142,Jackson St: 300 - 400,Jackson St: 300 - 400,106,6
3490,502-07130,-,0,ON,0,13,502071,SS,Area 2,502,JONES ST,713,270,-122.4135153,37.7880749,Jones St: Unit - 800,Jones: Unit - 800,50,21
3491,831-03370,-,0,ON,0,2,831032,SS,Port 7,831,EMBARCADERO SOUTH,337,45,-122.3889948,37.7902577,South Embarcadero,Embarcadero South/Howard/Steuart | Unit-300/Unit/200,30,8
3492,386-03190,-,0,ON,0,1,386031,SS,Area 2,386,DRUMM ST,319,270,-122.3971911,37.7969842,Drumm St: Unit - 300,Drumm: Unit - 300,77,8
3493,502-00040,-,0,ON,0,13,502002,SS,Area 2,502,JONES ST,4,90,-122.4119941,37.7813147,,,20,36
3494,331-06480,-,0,ON,0,2,331062,SS,Area 2,331,BRYANT ST,648,315,-122.3992638,37.7787454,Bryant St: 300-600 Stillman St,Bryant: 600,32,34
3495,340-00845,-,0,ON,0,2,340002,SS,Area 2,340,BLUXOME ST,84,315,-122.3978303,37.7761686,Brannan St: 200 - 500,Bluxome St Unit block,32,34
3496,470-14090,-,0,ON,0,14,470141,SS,Area 3,470,HOWARD ST,1409,135,-122.4145868,37.773757,Howard St: 800 - 1600,Howard 1400-900,32,34
3497,471-00140,-,0,ON,0,2,471002,SS,Area 1,471,HARRISON ST,14,315,-122.3891059,37.7892203,Folsom St: Unit-800 1st:,Spear Unit-300,30,8
3498,471-08200,-,0,ON,0,2,471082,SS,Area 2,471,HARRISON ST,820,315,-122.4003804,37.780316,Harrison St: 400 - 800,Harrison 400-700,32,34
3499,444-08250,-,0,ON,0,1,444081,SS,Area 2,444,GRANT AVE,825,270,-122.4065006,37.7950418,Grant Ave: Unit -1500,Grant: 400 - 1100,104,6
3500,202-01041,202-01040,1,ON,0,1,202012,MS,-,202,02ND ST,104,225,-122.3996291,37.7877745,,,32,8
3501,671-01140,671-01002,14,ON,0,2,671012,MS,Area 1,671,SOUTH PARK,114,315,-122.3948604,37.7809687,South Park St: Unit - 100,South Park Unit - 100,31,8
3502,327-00560,-,0,ON,0,12,327002,SS,Area 3,327,BROADWAY,56,0,-122.3990371,37.7989183,Broadway St: Unit - 800,Broadway,77,8
3503,423-01110,423-01001,11,ON,0,3,423011,MS,Area 2,423,FULTON ST,111,180,-122.4153865,37.7796188,Grove St: Fulton St: McAlliste,"Grove St. Unit - 100, Fulton St.",21,36
3504,440-04100,-,0,ON,0,13,440042,SS,Area 1,440,GEARY ST,410,0,-122.4103744,37.7871481,Post St: Unit-600 Geary St,Post: Unit - 600,50,36
3505,472-00100,-,0,ON,0,3,472002,SS,Area 2,472,HYDE ST,10,90,-122.4149405,37.7792594,Hyde St: Unit - 1000,Hyde Unit-600,21,36
3506,818-01400,-,0,ON,0,2,818012,SS,Port 10,818,BRANNAN ST,140,315,-122.3889088,37.7844628,Beale st and Delancy St,Delancy St 600,31,8
3507,701-15270,-,0,ON,0,15,701151,SS,-,701,VAN NESS AVE,1527,270,-122.4224383,37.7901045,,,102,39
3508,470-03130,-,0,ON,0,1,470031,SS,Area 1,470,HOWARD ST,313,135,-122.39459562,37.78953961,Howard St: Unit - 600 Bryan St,Howard Unit-600,32,8
3509,593-04110,-,0,ON,0,13,593041,SS,Area 2,593,OFARRELL ST,411,180,-122.4118343,37.7858912,Post St: Unit-600 Geary St,Ofarrell: Unit - 400,20,36
3510,600-02120,-,0,ON,0,12,600022,SS,Area 2,600,PACIFIC AVE,212,0,-122.40027594,37.79777555,Jackson St: Unit - 800,Pacific: 200 - 500,77,8
3511,340-01096,340-01090,6,ON,0,14,340011,MS,Area 3,340,BLUXOME ST,109,135,-122.39815532,37.7757004,Bluxome St: Unit - 100,Bluxome St. Unit - 100,32,4
3512,552-06480,-,0,ON,0,2,552062,SS,Area 3,552,LONG BRIDGE ST,648,225,-122.3925778,37.77270628,4th St: 1200-1700 China Basin,MISSION BAY,34,4
3513,471-07110,-,0,ON,0,2,471071,SS,Area 1,471,HARRISON ST,711,135,-122.3976922,37.782174,Harrison St: 400 - 800,Harrison 400-700,32,34
3514,340-00140,340-00140,10,ON,0,2,340002,MS,-,340,BLUXOME ST,14,315,-122.39630822,37.77735115,,,32,34
3515,562-01080,-,0,ON,0,13,562012,SS,Area 1,562,MASON ST,108,90,-122.4092714,37.7844839,,,19,36
3516,568-00270,-,0,ON,0,1,568003,SS,Area 1,568,MISSION ST,27,135,-122.393262,37.7930642,Mission St: Unit - 1600,Mission: 100-600,108,8
3517,681-07070,-,0,ON,0,13,681071,SS,Area 1,681,TAYLOR ST,707,270,-122.412019,37.7891129,Jones St: Unit - 800,Taylor: Unit - 700,50,21
3518,701-14070,-,0,ON,0,15,701141,SS,Area 3,701,VAN NESS AVE,1407,270,-122.4221586,37.7887222,Van Ness Ave: 200 - 2100,Van Ness 200-2100,100,39
3519,350-06190,-,0,ON,0,1,350061,SS,Area 1,350,CALIFORNIA ST,619,180,-122.4051379,37.7924651,California: Unit - 900 Pine St,California: Unit - 700,104,8
3520,563-02120,-,0,ON,0,3,563022,SS,Area 2,563,MCALLISTER ST,212,0,-122.4159069,37.780704,McAllister St: Unit - 600,McAllister Unit-500,21,36
3521,571-08120,-,0,ON,0,12,571082,SS,Area 2,571,MONTGOMERY ST,812,90,-122.4035222,37.7968134,Montgomery St: 800 - 900,Montgomery: 700 - 800,106,6
3522,502-07270,-,0,ON,0,13,502071,SS,Area 2,502,JONES ST,727,270,-122.4135764,37.7883712,Jones St: Unit - 800,Jones: Unit - 800,50,21
3523,330-08130,-,0,ON,0,42,330081,SS,Area 3,330,BRANNAN ST,813,135,-122.40355958,37.7726536,,,33,34
3524,418-00770,-,0,ON,0,2,418001,SS,Area 1,418,FOLSOM ST,77,135,-122.3905259,37.7902993,Folsom St: Unit-800 1st:,Folsom-Steuart,30,8
3525,470-06910,-,0,ON,0,1,470063,SS,Area 1,470,HOWARD ST,691,135,-122.4002353,37.7850945,Howard St: Unit - 600 Bryan St,Howard Unit-600,32,8
3526,205-05170,-,0,ON,0,2,205051,SS,Area 2,205,05TH ST,517,45,-122.3997604,37.777492,4th St: Unit 400 5th St:,5th St,32,34
3527,821-05390,-,0,ON,0,2,821051,SS,Port 10,821,BEALE ST,539,45,-122.3889301,37.7857619,Beale st and Delancy St,Beale St 500,31,8
3528,202-02290,-,0,ON,0,1,202021,SS,Area 1,202,02ND ST,229,45,-122.3974429,37.7862342,3rd St: Unit -600 2nd St:,Bryant 300-600 / Harrison 600,32,8
3529,701-14190,-,0,ON,0,15,701141,SS,Area 3,701,VAN NESS AVE,1419,270,-122.4222158,37.789005,Van Ness Ave: 200 - 2100,Van Ness 200-2100,100,39
3530,422-07430,-,0,ON,0,12,422071,SS,Area 2,422,FRONT ST,743,270,-122.399907,37.7985026,Front St: 600 - 800,Front: 600 - 800,77,8
3531,470-01240,-,0,ON,0,1,470012,SS,Area 1,470,HOWARD ST,124,315,-122.39334407,37.79076142,Howard St: Unit - 600 Bryan St,Howard Unit-600,108,8
3532,864-04520,-,0,ON,0,2,864042,SS,Port 8,864,SPEAR ST,452,225,-122.3887221,37.7881736,South Sea Wall Port,Spear Street | 400,30,8
3533,330-05350,-,0,ON,0,2,330051,SS,Area 2,330,BRANNAN ST,535,135,-122.3973203,37.7775728,Brannan St: 200 - 500,5th & Brannan,32,34
3534,359-04160,-,0,ON,0,1,359042,SS,Area 1,359,CLAY ST,416,0,-122.4010317,37.7949634,Clay St: 100 - 900,Clay: 100 - 900,108,6
3535,686-02160,-,0,ON,0,13,686022,SS,-,686,TURK ST,216,0,-122.4130945,37.7829789,,,20,36
3536,445-00890,-,0,ON,0,12,445001,SS,Area 3,445,GREEN ST,89,180,-122.4010404,37.8004477,Broadway St: Unit - 800,Battery: 800 - 1200,77,8
3537,500-04040,500-04002,4,ON,0,1,500042,MS,Area 2,500,JACKSON ST,404,0,-122.4020971,37.7966331,Jackson St: 300 - 400,Jackson St: 300 - 400,106,6
3538,202-05060,-,0,ON,0,2,202052,SS,-,202,02ND ST,506,225,-122.3934371,37.7828146,,,31,8
3539,600-02070,-,0,ON,0,12,600021,SS,Area 2,600,PACIFIC AVE,207,180,-122.4000999,37.7977073,Jackson St: Unit - 800,Pacific: 200 -500,77,8
3540,561-01440,-,0,ON,0,1,561012,SS,-,561,MAIN ST,144,225,-122.3940431,37.7910235,,,108,8
3541,520-09040,-,0,ON,0,12,520092,SS,Area 2,520,KEARNY ST,904,90,-122.4051003,37.7964149,Grant Ave: Unit -1500,Kearny: 600 - 1000,106,6
3542,340-00843,-,0,ON,0,2,340002,SS,Area 2,340,BLUXOME ST,84,315,-122.3977853,37.7762039,Brannan St: 200 - 500,Bluxome St Unit block,32,34
3543,705-01030,-,0,ON,0,12,705011,SS,Area 3,705,VALLEJO ST,103,180,-122.4001943,37.7996001,Broadway St: Unit - 800,Battery: 800 - 1200,77,8
3544,841-00160,-,0,ON,0,11,841002,SS,Port 6,841,GREEN ST,16,0,-122.3996109,37.8007524,Green St; Vallejo St; Front St,Green,77,8
3545,205-02350,-,0,ON,0,1,205021,SS,-,205,05TH ST,235,45,-122.40403668,37.78090527,,,32,34
3546,542-03100,542-03002,10,ON,0,3,542032,MS,Area 2,542,LARKIN ST,310,90,-122.416952,37.7808735,Larkin St: 100 - 300,"Larkin St. 100, 300",21,36
3547,205-03270,-,0,ON,0,2,205031,SS,-,205,05TH ST,327,45,-122.4026172,37.7797695,,,32,34
3548,470-09010,-,0,ON,0,14,470091,SS,Area 2,470,HOWARD ST,901,135,-122.4050149,37.781318,Howard St: 800 - 1600,Howard 1400-900,32,34
3549,820-01080,-,0,ON,0,2,820012,SS,Port 10,820,BRYANT ST,108,315,-122.389089,37.7867565,Beale st and Delancy St,Beale St 500,30,8
3550,444-06090,-,0,ON,0,1,444061,SS,Area 2,444,GRANT AVE,609,270,-122.4060526,37.792802,Grant Ave: Unit -1500,Grant: 400 - 1100,104,6
3551,444-06290,-,0,ON,0,1,444061,SS,Area 2,444,GRANT AVE,629,270,-122.406152,37.7932846,Grant Ave: Unit -1500,Grant: 400 - 1100,104,6
3552,471-06230,-,0,ON,0,2,471061,SS,Area 1,471,HARRISON ST,623,135,-122.39587665,37.7836066,Harrison St: 400 - 800,Harrison 400-700,32,8
3553,208-02590,-,0,ON,0,14,208021,SS,Area 2,208,08TH ST,259,45,-122.4103335,37.775319,4th St: Unit 400 5th St:,4th St,32,34
3554,568-12520,-,0,ON,0,14,568122,SS,Area 2,568,MISSION ST,1252,315,-122.4144256,37.7765524,Mission St: Unit - 1600,Mission 700-1100,32,34
3555,330-03730,-,0,ON,0,2,330031,SS,Area 1,330,BRANNAN ST,373,135,-122.3935167,37.7805821,Brannan St: 200 - 500,5th & Brannan,31,8
3556,204-12070,-,0,ON,0,2,204121,SS,-,204,04TH ST,1207,90,-122.39122302,37.77253506,,,34,4
3557,684-04103,684-04100,3,ON,0,14,684042,MS,-,684,TOWNSEND ST,410,315,-122.3975861,37.7751919,,,32,4
3558,869-00260,-,0,ON,0,2,869002,SS,-,869,TERRY A FRANCOIS BLVD,26,180,-122.3888624,37.7762609,,,34,4
3559,720-04270,720-04003,27,ON,0,1,720041,MS,Area 1,720,WASHINGTON ST,427,180,-122.400983,37.7957339,Washington St: 200 - 400,Washington St. 400,108,6
3560,418-08700,-,0,ON,0,2,418082,SS,Area 2,418,FOLSOM ST,870,315,-122.40298294,37.78070338,Folsom St: Unit-800 1st:,Folsom 500-800,32,34
3561,864-04690,-,0,ON,0,2,864041,SS,Port 8,864,SPEAR ST,469,45,-122.388678,37.7883425,South Sea Wall Port,Spear Street | 400,30,8
3562,359-09300,-,0,ON,0,12,359092,SS,Area 3,359,CLAY ST,930,0,-122.4089913,37.7939623,Clay St: 100 - 900,Clay: 100 - 900,104,6
3563,350-15360,-,0,ON,0,15,350152,SS,Area 3,350,CALIFORNIA ST,1536,0,-122.4200206,37.7907478,California: 1400 - 1700,California: 1400-1700,105,21
3564,422-08260,-,0,ON,0,12,422082,SS,-,422,FRONT ST,826,90,-122.39997051,37.7995443,,,77,8
